gene,element_id,element_label,rel
MECP2,MECP2:Terminator,Terminator,HAS_ELEMENT
APOE,APOE:CorePromoter,CorePromoter,HAS_ELEMENT
APOE,APOE:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
APOE,APOE:TATABox,TATABox,HAS_ELEMENT
APOE,APOE:CpGIsland,CpGIsland,HAS_ELEMENT
APOE,APOE:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
APOE,APOE:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
APOE,APOE:PolyASignal,PolyASignal,HAS_ELEMENT
APOE,APOE:Terminator,Terminator,HAS_ELEMENT
APP,APP:CorePromoter,CorePromoter,HAS_ELEMENT
APP,APP:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
APP,APP:TATABox,TATABox,HAS_ELEMENT
APP,APP:CpGIsland,CpGIsland,HAS_ELEMENT
APP,APP:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
APP,APP:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
APP,APP:PolyASignal,PolyASignal,HAS_ELEMENT
APP,APP:Terminator,Terminator,HAS_ELEMENT
PSEN1,PSEN1:CorePromoter,CorePromoter,HAS_ELEMENT
PSEN1,PSEN1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
PSEN1,PSEN1:TATABox,TATABox,HAS_ELEMENT
PSEN1,PSEN1:CpGIsland,CpGIsland,HAS_ELEMENT
PSEN1,PSEN1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
PSEN1,PSEN1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
PSEN1,PSEN1:PolyASignal,PolyASignal,HAS_ELEMENT
PSEN1,PSEN1:Terminator,Terminator,HAS_ELEMENT
SNCA,SNCA:CorePromoter,CorePromoter,HAS_ELEMENT
SNCA,SNCA:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
SNCA,SNCA:TATABox,TATABox,HAS_ELEMENT
SNCA,SNCA:CpGIsland,CpGIsland,HAS_ELEMENT
SNCA,SNCA:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
SNCA,SNCA:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
SNCA,SNCA:PolyASignal,PolyASignal,HAS_ELEMENT
SNCA,SNCA:Terminator,Terminator,HAS_ELEMENT
LRRK2,LRRK2:CorePromoter,CorePromoter,HAS_ELEMENT
LRRK2,LRRK2:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
LRRK2,LRRK2:TATABox,TATABox,HAS_ELEMENT
LRRK2,LRRK2:CpGIsland,CpGIsland,HAS_ELEMENT
LRRK2,LRRK2:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
LRRK2,LRRK2:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
LRRK2,LRRK2:PolyASignal,PolyASignal,HAS_ELEMENT
LRRK2,LRRK2:Terminator,Terminator,HAS_ELEMENT
SOD1,SOD1:CorePromoter,CorePromoter,HAS_ELEMENT
SOD1,SOD1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
SOD1,SOD1:TATABox,TATABox,HAS_ELEMENT
SOD1,SOD1:CpGIsland,CpGIsland,HAS_ELEMENT
SOD1,SOD1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
SOD1,SOD1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
SOD1,SOD1:PolyASignal,PolyASignal,HAS_ELEMENT
SOD1,SOD1:Terminator,Terminator,HAS_ELEMENT
G6PD,G6PD:CorePromoter,CorePromoter,HAS_ELEMENT
G6PD,G6PD:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
G6PD,G6PD:TATABox,TATABox,HAS_ELEMENT
G6PD,G6PD:CpGIsland,CpGIsland,HAS_ELEMENT
G6PD,G6PD:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
G6PD,G6PD:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
G6PD,G6PD:PolyASignal,PolyASignal,HAS_ELEMENT
G6PD,G6PD:Terminator,Terminator,HAS_ELEMENT
LDLR,LDLR:CorePromoter,CorePromoter,HAS_ELEMENT
LDLR,LDLR:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
LDLR,LDLR:TATABox,TATABox,HAS_ELEMENT
LDLR,LDLR:CpGIsland,CpGIsland,HAS_ELEMENT
LDLR,LDLR:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
LDLR,LDLR:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
LDLR,LDLR:PolyASignal,PolyASignal,HAS_ELEMENT
LDLR,LDLR:Terminator,Terminator,HAS_ELEMENT
MLH1,MLH1:CorePromoter,CorePromoter,HAS_ELEMENT
MLH1,MLH1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
MLH1,MLH1:TATABox,TATABox,HAS_ELEMENT
MLH1,MLH1:CpGIsland,CpGIsland,HAS_ELEMENT
MLH1,MLH1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
MLH1,MLH1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
MLH1,MLH1:PolyASignal,PolyASignal,HAS_ELEMENT
MLH1,MLH1:Terminator,Terminator,HAS_ELEMENT
MSH2,MSH2:CorePromoter,CorePromoter,HAS_ELEMENT
MSH2,MSH2:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
MSH2,MSH2:TATABox,TATABox,HAS_ELEMENT
MSH2,MSH2:CpGIsland,CpGIsland,HAS_ELEMENT
MSH2,MSH2:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
MSH2,MSH2:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
MSH2,MSH2:PolyASignal,PolyASignal,HAS_ELEMENT
MSH2,MSH2:Terminator,Terminator,HAS_ELEMENT
VHL,VHL:CorePromoter,CorePromoter,HAS_ELEMENT
VHL,VHL:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
VHL,VHL:TATABox,TATABox,HAS_ELEMENT
VHL,VHL:CpGIsland,CpGIsland,HAS_ELEMENT
VHL,VHL:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
VHL,VHL:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
VHL,VHL:PolyASignal,PolyASignal,HAS_ELEMENT
VHL,VHL:Terminator,Terminator,HAS_ELEMENT
NF1,NF1:CorePromoter,CorePromoter,HAS_ELEMENT
NF1,NF1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
NF1,NF1:TATABox,TATABox,HAS_ELEMENT
NF1,NF1:CpGIsland,CpGIsland,HAS_ELEMENT
NF1,NF1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
NF1,NF1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
NF1,NF1:PolyASignal,PolyASignal,HAS_ELEMENT
NF1,NF1:Terminator,Terminator,HAS_ELEMENT
NF2,NF2:CorePromoter,CorePromoter,HAS_ELEMENT
NF2,NF2:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
NF2,NF2:TATABox,TATABox,HAS_ELEMENT
NF2,NF2:CpGIsland,CpGIsland,HAS_ELEMENT
NF2,NF2:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
NF2,NF2:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
NF2,NF2:PolyASignal,PolyASignal,HAS_ELEMENT
NF2,NF2:Terminator,Terminator,HAS_ELEMENT
TSC1,TSC1:CorePromoter,CorePromoter,HAS_ELEMENT
TSC1,TSC1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
TSC1,TSC1:TATABox,TATABox,HAS_ELEMENT
TSC1,TSC1:CpGIsland,CpGIsland,HAS_ELEMENT
TSC1,TSC1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
TSC1,TSC1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
TSC1,TSC1:PolyASignal,PolyASignal,HAS_ELEMENT
TSC1,TSC1:Terminator,Terminator,HAS_ELEMENT
TSC2,TSC2:CorePromoter,CorePromoter,HAS_ELEMENT
TSC2,TSC2:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
TSC2,TSC2:TATABox,TATABox,HAS_ELEMENT
TSC2,TSC2:CpGIsland,CpGIsland,HAS_ELEMENT
TSC2,TSC2:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
TSC2,TSC2:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
TSC2,TSC2:PolyASignal,PolyASignal,HAS_ELEMENT
TSC2,TSC2:Terminator,Terminator,HAS_ELEMENT
FBN1,FBN1:CorePromoter,CorePromoter,HAS_ELEMENT
FBN1,FBN1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
FBN1,FBN1:TATABox,TATABox,HAS_ELEMENT
FBN1,FBN1:CpGIsland,CpGIsland,HAS_ELEMENT
FBN1,FBN1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
FBN1,FBN1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
FBN1,FBN1:PolyASignal,PolyASignal,HAS_ELEMENT
FBN1,FBN1:Terminator,Terminator,HAS_ELEMENT
COL1A1,COL1A1:CorePromoter,CorePromoter,HAS_ELEMENT
COL1A1,COL1A1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
COL1A1,COL1A1:TATABox,TATABox,HAS_ELEMENT
COL1A1,COL1A1:CpGIsland,CpGIsland,HAS_ELEMENT
COL1A1,COL1A1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
COL1A1,COL1A1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
COL1A1,COL1A1:PolyASignal,PolyASignal,HAS_ELEMENT
COL1A1,COL1A1:Terminator,Terminator,HAS_ELEMENT
PAH,PAH:CorePromoter,CorePromoter,HAS_ELEMENT
PAH,PAH:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
PAH,PAH:TATABox,TATABox,HAS_ELEMENT
PAH,PAH:CpGIsland,CpGIsland,HAS_ELEMENT
PAH,PAH:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
PAH,PAH:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
PAH,PAH:PolyASignal,PolyASignal,HAS_ELEMENT
PAH,PAH:Terminator,Terminator,HAS_ELEMENT
GBA,GBA:CorePromoter,CorePromoter,HAS_ELEMENT
GBA,GBA:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
GBA,GBA:TATABox,TATABox,HAS_ELEMENT
GBA,GBA:CpGIsland,CpGIsland,HAS_ELEMENT
GBA,GBA:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
GBA,GBA:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
GBA,GBA:PolyASignal,PolyASignal,HAS_ELEMENT
GBA,GBA:Terminator,Terminator,HAS_ELEMENT
SMN1,SMN1:CorePromoter,CorePromoter,HAS_ELEMENT
SMN1,SMN1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
SMN1,SMN1:TATABox,TATABox,HAS_ELEMENT
SMN1,SMN1:CpGIsland,CpGIsland,HAS_ELEMENT
SMN1,SMN1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
SMN1,SMN1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
SMN1,SMN1:PolyASignal,PolyASignal,HAS_ELEMENT
SMN1,SMN1:Terminator,Terminator,HAS_ELEMENT
ATM,ATM:CorePromoter,CorePromoter,HAS_ELEMENT
ATM,ATM:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
ATM,ATM:TATABox,TATABox,HAS_ELEMENT
ATM,ATM:CpGIsland,CpGIsland,HAS_ELEMENT
ATM,ATM:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
ATM,ATM:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
ATM,ATM:PolyASignal,PolyASignal,HAS_ELEMENT
ATM,ATM:Terminator,Terminator,HAS_ELEMENT
WT1,WT1:CorePromoter,CorePromoter,HAS_ELEMENT
WT1,WT1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
WT1,WT1:TATABox,TATABox,HAS_ELEMENT
WT1,WT1:CpGIsland,CpGIsland,HAS_ELEMENT
WT1,WT1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
WT1,WT1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
WT1,WT1:PolyASignal,PolyASignal,HAS_ELEMENT
WT1,WT1:Terminator,Terminator,HAS_ELEMENT
MEN1,MEN1:CorePromoter,CorePromoter,HAS_ELEMENT
MEN1,MEN1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
MEN1,MEN1:TATABox,TATABox,HAS_ELEMENT
MEN1,MEN1:CpGIsland,CpGIsland,HAS_ELEMENT
MEN1,MEN1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
MEN1,MEN1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
MEN1,MEN1:PolyASignal,PolyASignal,HAS_ELEMENT
MEN1,MEN1:Terminator,Terminator,HAS_ELEMENT
RET,RET:CorePromoter,CorePromoter,HAS_ELEMENT
RET,RET:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
RET,RET:TATABox,TATABox,HAS_ELEMENT
RET,RET:CpGIsland,CpGIsland,HAS_ELEMENT
RET,RET:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
RET,RET:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
RET,RET:PolyASignal,PolyASignal,HAS_ELEMENT
RET,RET:Terminator,Terminator,HAS_ELEMENT
KIT,KIT:CorePromoter,CorePromoter,HAS_ELEMENT
KIT,KIT:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
KIT,KIT:TATABox,TATABox,HAS_ELEMENT
KIT,KIT:CpGIsland,CpGIsland,HAS_ELEMENT
KIT,KIT:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
KIT,KIT:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
KIT,KIT:PolyASignal,PolyASignal,HAS_ELEMENT
KIT,KIT:Terminator,Terminator,HAS_ELEMENT
ABL1,ABL1:CorePromoter,CorePromoter,HAS_ELEMENT
ABL1,ABL1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
ABL1,ABL1:TATABox,TATABox,HAS_ELEMENT
ABL1,ABL1:CpGIsland,CpGIsland,HAS_ELEMENT
ABL1,ABL1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
ABL1,ABL1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
ABL1,ABL1:PolyASignal,PolyASignal,HAS_ELEMENT
ABL1,ABL1:Terminator,Terminator,HAS_ELEMENT
BCR,BCR:CorePromoter,CorePromoter,HAS_ELEMENT
BCR,BCR:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
BCR,BCR:TATABox,TATABox,HAS_ELEMENT
BCR,BCR:CpGIsland,CpGIsland,HAS_ELEMENT
BCR,BCR:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
BCR,BCR:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
BCR,BCR:PolyASignal,PolyASignal,HAS_ELEMENT
BCR,BCR:Terminator,Terminator,HAS_ELEMENT
FLT3,FLT3:CorePromoter,CorePromoter,HAS_ELEMENT
FLT3,FLT3:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
FLT3,FLT3:TATABox,TATABox,HAS_ELEMENT
FLT3,FLT3:CpGIsland,CpGIsland,HAS_ELEMENT
FLT3,FLT3:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
FLT3,FLT3:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
FLT3,FLT3:PolyASignal,PolyASignal,HAS_ELEMENT
FLT3,FLT3:Terminator,Terminator,HAS_ELEMENT
JAK2,JAK2:CorePromoter,CorePromoter,HAS_ELEMENT
JAK2,JAK2:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
JAK2,JAK2:TATABox,TATABox,HAS_ELEMENT
JAK2,JAK2:CpGIsland,CpGIsland,HAS_ELEMENT
JAK2,JAK2:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
JAK2,JAK2:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
JAK2,JAK2:PolyASignal,PolyASignal,HAS_ELEMENT
JAK2,JAK2:Terminator,Terminator,HAS_ELEMENT
IDH1,IDH1:CorePromoter,CorePromoter,HAS_ELEMENT
IDH1,IDH1:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
IDH1,IDH1:TATABox,TATABox,HAS_ELEMENT
IDH1,IDH1:CpGIsland,CpGIsland,HAS_ELEMENT
IDH1,IDH1:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
IDH1,IDH1:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
IDH1,IDH1:PolyASignal,PolyASignal,HAS_ELEMENT
IDH1,IDH1:Terminator,Terminator,HAS_ELEMENT
CDKN2A,CDKN2A:CorePromoter,CorePromoter,HAS_ELEMENT
CDKN2A,CDKN2A:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
CDKN2A,CDKN2A:TATABox,TATABox,HAS_ELEMENT
CDKN2A,CDKN2A:CpGIsland,CpGIsland,HAS_ELEMENT
CDKN2A,CDKN2A:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
CDKN2A,CDKN2A:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
CDKN2A,CDKN2A:PolyASignal,PolyASignal,HAS_ELEMENT
CDKN2A,CDKN2A:Terminator,Terminator,HAS_ELEMENT
MITF,MITF:CorePromoter,CorePromoter,HAS_ELEMENT
MITF,MITF:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
MITF,MITF:TATABox,TATABox,HAS_ELEMENT
MITF,MITF:CpGIsland,CpGIsland,HAS_ELEMENT
MITF,MITF:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
MITF,MITF:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
MITF,MITF:PolyASignal,PolyASignal,HAS_ELEMENT
MITF,MITF:Terminator,Terminator,HAS_ELEMENT
VEGFA,VEGFA:CorePromoter,CorePromoter,HAS_ELEMENT
VEGFA,VEGFA:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
VEGFA,VEGFA:TATABox,TATABox,HAS_ELEMENT
VEGFA,VEGFA:CpGIsland,CpGIsland,HAS_ELEMENT
VEGFA,VEGFA:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
VEGFA,VEGFA:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
VEGFA,VEGFA:PolyASignal,PolyASignal,HAS_ELEMENT
VEGFA,VEGFA:Terminator,Terminator,HAS_ELEMENT
TNF,TNF:CorePromoter,CorePromoter,HAS_ELEMENT
TNF,TNF:ProximalPromoter,ProximalPromoter,HAS_ELEMENT
TNF,TNF:TATABox,TATABox,HAS_ELEMENT
TNF,TNF:CpGIsland,CpGIsland,HAS_ELEMENT
TNF,TNF:FivePrimeUTR,FivePrimeUTR,HAS_ELEMENT
TNF,TNF:ThreePrimeUTR,ThreePrimeUTR,HAS_ELEMENT
TNF,TNF:PolyASignal,PolyASignal,HAS_ELEMENT
TNF,TNF:Terminator,Terminator,HAS_ELEMENT
